id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
425,management,"The train did not have enough staff to handle the number of passengers, leading to chaos.","32576767676,2024-08-09 12:00:00""",2024-08-09 13:30:00,completed,staff425,,,The staff shortage caused a lot of confusion and stress among passengers.,2,negative,0.3106791136815708,video425.mp4,
426,unhygenic_toilet,The toilet was in a horrible condition and there was no water available.,"32677777777,2024-08-10 11:00:00""",2024-08-10 12:30:00,completed,staff426,,,The lack of water and the filthy toilet made it impossible to use.,2,negative,0.3106791136815708,video426.mp4,
428,management,"The train was over-crowded, and there was no space for passengers to sit comfortably.","32879797979,2024-08-12 12:00:00""",2024-08-12 13:30:00,completed,staff428,,,The overcrowding made the journey extremely uncomfortable for everyone.,2,negative,0.3106791136815708,video428.mp4,
429,unhygenic_toilet,"The washbasin was clogged, and water didn’t drain properly.","32980808080,2024-08-13 11:00:00""",2024-08-13 12:30:00,completed,staff429,,,The clogged washbasin caused inconvenience to passengers.,2,negative,0.3106791136815708,video429.mp4,
430,Electricity,"The train lights went out multiple times during the journey, causing discomfort.","33081818181,2024-08-14 12:00:00""",2024-08-14 13:30:00,completed,staff430,,,The power interruptions disrupted the journey and caused unease among passengers.,3,neutral,0.3106791136815708,video430.mp4,
431,violence,"A passenger was playing loud music through their phone without headphones, disturbing the others.",33182828282,2024-08-15 11:30:00,2024-08-15 13:00:00,completed,staff431,,,"The noise was disturbing, but it was managed after a few complaints.",3,0.603511683426602,image431.jpg,video431.mp4
433,unhygenic_toilet,"The toilet was clogged and smelly throughout the journey, making it impossible to use.",33384848484,2024-08-17 11:00:00,2024-08-17 12:30:00,completed,staff433,,,"The smell and blockage were unbearable, and it was never cleaned properly.",2,0.5729691316429527,image433.jpg,video433.mp4
434,damage_window,"The window glass was cracked and looked unsafe, leaving passengers uncomfortable.",33485858585,2024-08-18 12:00:00,2024-08-18 13:30:00,completed,staff434,,,"The cracked window wasn’t fixed, and it was a safety concern for passengers.",2,0.2914544559129184,image434.jpg,video434.mp4
435,unhygenic_compartment,"The compartment was dirty, and the air had a foul smell, which ruined the journey.",33586868686,2024-08-19 11:30:00,2024-08-19 13:00:00,completed,staff435,,,"The cleaning issue wasn’t resolved, and the smell persisted throughout the trip.",2,0.5329799346549716,image435.jpg,video435.mp4
436,management,"The train had no announcements, and the passengers had no idea about any changes in the schedule.",33687878787,2024-08-20 12:00:00,2024-08-20 13:30:00,completed,staff436,,,The lack of communication caused confusion and frustration among passengers.,2,0.4100832458560349,image436.jpg,video436.mp4
438,violence,"A group of passengers was fighting over seat reservations, causing chaos in the train.",33889898989,2024-08-22 12:30:00,2024-08-22 14:00:00,completed,staff438,,,"The fight was handled, but it left a bad experience for others.",3,0.4477235535771095,image438.jpg,video438.mp4
439,management,"The train had no proper seating arrangements, and people were forced to stand in cramped spaces.",33990909090,2024-08-23 11:00:00,2024-08-23 12:30:00,completed,staff439,,,"The overcrowding was uncomfortable, and there were no vacant seats for many passengers.",2,0.232143389138574,image439.jpg,video439.mp4
440,unhygenic_toilet,"The train toilet was extremely dirty, and the cleaning staff didn’t show up for hours.",34091919191,2024-08-24 12:00:00,2024-08-24 13:30:00,completed,staff440,,,The lack of cleanliness made it difficult to use the facilities.,2,0.8626816237870919,image440.jpg,video440.mp4
442,damage_seat,"The seat was broken and couldn't recline, making the journey uncomfortable.",34293939393,2024-08-26 12:30:00,2024-08-26 14:00:00,completed,staff442,,,"The broken seat was never fixed, and it caused a lot of discomfort.",2,0.4767681426089689,image442.jpg,video442.mp4
443,unhygenic_toilet,"The washbasin was blocked, and there was no water or soap available for passengers.",34394949494,2024-08-27 11:00:00,2024-08-27 12:30:00,completed,staff443,,,The unavailability of basic facilities was frustrating.,2,0.4611739707526472,image443.jpg,video443.mp4
444,violence,"There was an argument between two passengers over luggage space, disturbing everyone around them.",34495959595,2024-08-28 12:30:00,2024-08-28 14:00:00,completed,staff444,,,"The situation was resolved, but it caused unnecessary anxiety for others.",3,0.6324670211347956,image444.jpg,video444.mp4
445,Electricity,"The lights inside the train were too dim, making it hard to read or work during the journey.",34596969696,2024-08-29 11:00:00,2024-08-29 12:30:00,completed,staff445,,,The dim lighting disrupted my work and reading.,3,0.5111372856075871,image445.jpg,video445.mp4
446,unhygenic_toilet,"The toilet was leaking water, and it caused an unpleasant odor inside the train.",34697979797,2024-08-30 12:00:00,2024-08-30 13:30:00,completed,staff446,,,The leaking toilet created an unhygienic and uncomfortable environment.,2,0.4273205402354089,image446.jpg,video446.mp4
447,management,"The train had no clear indication of the upcoming stops, making it difficult for passengers to plan.",34798989898,2024-08-31 11:00:00,2024-08-31 12:30:00,completed,staff447,,,The lack of announcements for stops made the journey inconvenient.,3,0.3456412504155845,image447.jpg,video447.mp4
448,unhygenic_compartment,"The compartment was unclean, with leftover food and drink stains on the seats.",34899999999,2024-09-01 12:30:00,2024-09-01 14:00:00,completed,staff448,,,The unclean seats made the journey uncomfortable.,2,0.3504139379406428,image448.jpg,video448.mp4
450,management,"The train was delayed by 90 minutes, and there was no clear explanation given to passengers.",35002020202,2024-09-03 12:00:00,2024-09-03 13:30:00,completed,staff450,,,The delay and lack of updates made the passengers anxious and upset.,2,0.3325828703084506,image450.jpg,video450.mp4
451,violence,"A passenger was using abusive language, making other passengers feel uncomfortable.",35103030303,2024-09-04 11:30:00,2024-09-04 13:00:00,completed,staff451,,,"The situation was managed, but it created a negative atmosphere.",3,0.8517723422146793,image451.jpg,video451.mp4
452,unhygenic_toilet,The toilet was completely unusable due to overflowing sewage and foul smell.,35204040404,2024-09-05 12:00:00,2024-09-05 13:30:00,completed,staff452,,,The sewage problem caused an unbearable smell and made the toilet unusable.,2,0.3886057124241461,image452.jpg,video452.mp4
454,management,"There was no proper management for handling the overcrowding, and passengers were standing in the aisle.",35406060606,2024-09-07 12:30:00,2024-09-07 14:00:00,completed,staff454,,,The overcrowding made the journey extremely uncomfortable for many passengers.,2,0.3282735673020341,image454.jpg,video454.mp4
455,unhygenic_toilet,"The washbasin was clogged, and the water didn’t drain properly.",35507070707,2024-09-08 11:00:00,2024-09-08 12:30:00,completed,staff455,,,The blocked washbasin caused inconvenience for passengers.,2,0.2494256921582664,image455.jpg,video455.mp4
456,management,"The train was not properly maintained, and many compartments were not functioning properly.",35608080808,2024-09-09 12:00:00,2024-09-09 13:30:00,completed,staff456,,,The lack of maintenance caused discomfort and delays for passengers.,2,0.2998785685808291,image456.jpg,video456.mp4
457,unhygenic_toilet,"The toilet was not cleaned properly, and the flush was broken.",35709090909,2024-09-10 11:00:00,2024-09-10 12:30:00,completed,staff457,,,The broken toilet caused inconvenience and made it unusable.,2,0.3808949284448401,image457.jpg,video457.mp4
459,violence,"A passenger was arguing loudly with the train staff, causing tension among other passengers.",35911111111,2024-09-12 11:30:00,2024-09-12 13:00:00,completed,staff459,,,The argument created unnecessary stress and made the atmosphere uncomfortable.,3,0.5285099336802989,image459.jpg,video459.mp4
460,unhygenic_compartment,"The compartment was filthy, and the trash bins were overflowing.",36012121212,2024-09-13 12:00:00,2024-09-13 13:30:00,completed,staff460,,,The lack of cleanliness made the journey uncomfortable for everyone.,2,0.6672199912612468,image460.jpg,video460.mp4
461,management,"The train was delayed for more than 2 hours, and no announcements were made regarding the delay.",36113131313,2024-09-14 12:30:00,2024-09-14 14:00:00,completed,staff461,,,The lack of communication made passengers anxious and upset.,2,0.4049678900918096,image461.jpg,video461.mp4
462,unhygenic_toilet,The toilet facilities were in bad condition and smelled horrible.,36214141414,2024-09-15 11:00:00,2024-09-15 12:30:00,completed,staff462,,,The unhygienic condition of the toilet made it impossible to use.,2,0.4684089579652099,image462.jpg,video462.mp4
464,Electricity,"The lights in my compartment were flickering, making it difficult to rest during the journey.",36416161616,2024-09-17 11:30:00,2024-09-17 13:00:00,completed,staff464,,,The flickering lights caused discomfort and disturbed my sleep.,3,0.4349379313717746,image464.jpg,video464.mp4
465,unhygenic_toilet,"The washbasin was dirty and clogged, and there was no soap available for passengers.",36517171717,2024-09-18 12:00:00,2024-09-18 13:30:00,completed,staff465,,,The unclean washbasin and lack of soap made it impossible to wash my hands.,2,0.4410274554251991,image465.jpg,video465.mp4
466,management,"There was no provision for charging mobile phones, and many passengers struggled without charging points.",36618181818,2024-09-19 11:00:00,2024-09-19 12:30:00,completed,staff466,,,The lack of charging points made the journey inconvenient for many passengers.,3,0.4082717552208877,image466.jpg,video466.mp4
467,violence,"A passenger was shouting and creating a scene for no apparent reason, disturbing everyone around them.",36719191919,2024-09-20 12:30:00,2024-09-20 14:00:00,completed,staff467,,,"The situation was handled by the staff, but it disrupted the journey for others.",3,0.831464957980045,image467.jpg,video467.mp4
469,unhygenic_toilet,"The toilet was extremely dirty, and the door was broken, making it unusable.",36921212121,2024-09-22 12:00:00,2024-09-22 13:30:00,completed,staff469,,,The broken toilet door and the unhygienic conditions were unbearable.,2,0.5002464582153756,image469.jpg,video469.mp4
470,management,"The staff was not responsive when passengers asked for assistance, leading to frustration.",37022222222,2024-09-23 12:30:00,2024-09-23 14:00:00,completed,staff470,,,The unresponsive staff made the journey more stressful and unpleasant.,2,0.4425813421268073,image470.jpg,video470.mp4
471,unhygenic_compartment,"The compartment had food waste and spilled drinks on the floor, making it unsanitary.",37123232323,2024-09-24 11:00:00,2024-09-24 12:30:00,completed,staff471,,,The unclean environment caused discomfort and made the journey unpleasant.,2,0.4497396748703609,image471.jpg,video471.mp4
472,violence,"There was an altercation between two passengers, and the situation escalated quickly.",37224242424,2024-09-25 12:00:00,2024-09-25 13:30:00,completed,staff472,,,"The situation was dealt with by the staff, but it left other passengers uneasy.",3,0.8229095400463732,image472.jpg,video472.mp4
474,Electricity,"The power went out multiple times during the journey, and it caused inconvenience for passengers.",37426262626,2024-09-27 12:00:00,2024-09-27 13:30:00,completed,staff474,,,The frequent power interruptions made it difficult for passengers to relax and work.,3,0.5957661329774384,image474.jpg,video474.mp4
475,unhygenic_toilet,"The toilet was filthy, and there was no soap or water available.",37527272727,2024-09-28 11:00:00,2024-09-28 12:30:00,completed,staff475,,,The unhygienic condition of the toilet made the journey uncomfortable for everyone.,2,0.5166297228591484,image475.jpg,video475.mp4
